title,location,size,rental fee
4 Bed House with En Suite at Lakeview,"01, Lakeview, Lake View, Westlands",METICULOUSLY DESIGNED 4 BEDROOM STAND ALONE HOU...,"KSh 300,000"
5 Bed House with En Suite at Lower Kabete,"01, Lower Kabete, Westlands",Lavish Lifestyle! Newly Renovated Five-Bedroom...,"KSh 350,000"
4 Bed Townhouse with En Suite at Lower Kabete,"01, Lower Kabete, Westlands",CONTEMPORARY 4 BEDROOM TOWNHOUSE FOR RENT OFF L...,"KSh 250,000"
4 Bed House with En Suite at Loresho,"Loresho, Westlands",Modern 4 bedroom house to let in Loresho,"KSh 170,000"
4 Bed Villa with En Suite at Redhill,"redhill, Redhill",Executive 4 Bedroom House all en-suite + Dsq fo...,"KSh 140,000"
5 Bed House with En Suite at Lower Kabete,"01, Lower Kabete, Westlands",A Stunning Five Bedroom Townhouse within a Gate...,"KSh 400,000"
2 Bed House with En Suite in Runda,"Runda, Westlands",Lovely 2 bedroom Furnished Cottage,"KSh 190,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 Bedroom All En-suite 300K,"KSh 300,000"
5 Bed House with En Suite in Nyari,"Nyari, Westlands",5 Bedroom Ambassadorial Home on 1 acre of land.,"KSh 650,000"
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",A beautiful 4 bedrooms double storey house to l...,"KSh 300,000"
3 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington","A lovely 3bedrooms, study/tv, Dsq, single famil...","KSh 400,000"
4 Bed Townhouse with En Suite at Off Gitanga,"Off Gitanga, Lavington",Attractive secure 4 bedrooms corner townhouse p...,"KSh 150,000"
4 Bed Townhouse with En Suite at Lavington,Lavington,Charming secure 4 bedrooms townhouse all en-sui...,"KSh 140,000"
4 Bed Townhouse with En Suite at Kileleshwa,Kileleshwa,Newly refurbished 4 bedrooms maisonette plus Ds...,"KSh 100,000"
5 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",LUXURIOUS AND CONTEMPORARY 5 BEDROOM HOME + DSQ...,"KSh 550,000"
4 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",Charming & Characterful 4-Bedroom (UNFURNISHED)...,"KSh 260,000"
5 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",An Exceptional 5-Bedroom Stand Alone Home to Le...,"KSh 400,000"
4 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",Charming Home! Runda Four Bedrooms Stand Alone...,"KSh 280,000"
4 Bed House with Garden at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",Cozy and Modern 4 Bedrooms bungalow to let in t...,"KSh 300,000"
5 Bed House with En Suite at Runda,"01, runda, Runda, Westlands","MODERN AND CONTEMPORARY, 5 BEDROOM MAISONETTE T...","KSh 400,000"
4 Bed House with En Suite at Ruaka Rd,"Ruaka rd, Runda, Westlands",Beautiful 4 bedroom standalone house for rent i...,"KSh 550,000"
3 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",Exceptional 3-Bedroom Stand Alone Home to Let i...,"KSh 275,000"
3 Bed Townhouse with En Suite at Runda,"01, runda, Runda, Westlands",Ideal for Commercial or Residential Stay! 3-Bed...,"KSh 150,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Spacious 4 bedroom house to let,"KSh 250,000"
4 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",Stunning Four Bedroom All ensuite Family Home t...,"KSh 350,000"
2 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",COZY AND CONTEMPORARY 2 BEDROOM HOUSE TO LET,"KSh 180,000"
5 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",LUXURY DEFINED! MODERN RUNDA 5 BEDROOM STAND AL...,"KSh 600,000"
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",4 Bedroom Rustic House plus dsq - Old World Cha...,"KSh 490,000"
4 Bed Townhouse with En Suite at Spring Valley,"01, spring valley, Spring Valley, Westlands",Luxurious 4 Bedroom Villa + Study room and Dsq...,"KSh 350,000"
4 Bed House with En Suite at Spring Valley,"01, spring valley, Spring Valley, Westlands",All In One! Modern Spring Valley Four Bedroom T...,"KSh 270,000"
5 Bed House with En Suite at Spring Valley,"01, spring valley, Spring Valley, Westlands",MODERN 5 BEDROOM TOWNHOUSE PLUS SQ TO LET IN SP...,"KSh 280,000"
4 Bed Townhouse with En Suite at Spring Valley,"01, spring valley, Spring Valley, Westlands",CONTEMPORARY 4 BEDROOM TOWNHOUSE FOR RENT IN SP...,"KSh 250,000"
4 Bed Townhouse with En Suite at Spring Valley,"01, spring valley, Spring Valley, Westlands",CONTEMPORARY 4 BEDROOM TOWNHOUSE FOR RENT IN SP...,"KSh 250,000"
5 Bed Townhouse with En Suite at Old Kitisuru,"old kitisuru, Kitisuru, Westlands",Modern 5 Bedroom Townhouse Plus Dsq for 2,"KSh 530,000"
4 Bed House with En Suite at Kitisuru,"01, kitisuru, Kitisuru, Westlands",Luxury Living! Modern Four Bedroom Villa in Kit...,"KSh 600,000"
4 Bed House with En Suite at Kitisuru,"01, kitisuru, Kitisuru, Westlands",EXCLUSIVE UPGRADE! CONTEMPORARY 4 BEDROOM FAMIL...,"KSh 395,000"
4 Bed Townhouse with En Suite at Kitisuru,"01, kitisuru, Kitisuru, Westlands",LUXURIOUS AND ENCHANTING 4 BEDROOM TOWNHOUSE TO...,"KSh 450,000"
4 Bed House with En Suite at Kitisuru,"01, kitisuru, Kitisuru, Westlands",CHARMING 4 BEDROOM BUNGALOW FOR RENT IN KITISUR...,"KSh 280,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Lovely 5 Bedroom Townouse For Rent in Lavington,"KSh 250,000"
5 Bed Villa with En Suite at Rosslyn,"01, rosslyn, Rosslyn, Westlands",Rustic! Rosslyn 4 Bedroom + DSQ for 2 Villa in...,"KSh 540,000"
4 Bed Townhouse with En Suite in Karen,Karen,Beautiful 4 Bedroom Townhouse For Rent in Karen,"KSh 300,000"
4 Bed Townhouse with En Suite in Karen,Karen,"Brand New 4 Bedroom House To Let in Karen, Dago...","KSh 250,000"
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,4 Bedroom plus dsq for Rent in Kileleshwa,"KSh 250,000"
5 Bed House with En Suite at Runda,"01, runda, Runda, Westlands",Amazing & Characterful 5-Bedroom Stand Alone Ho...,"KSh 350,000"
5 Bed House with En Suite at Thigiri,"01, thigiri, Thigiri, Westlands",STUNNING 5 BEDROOM MAISONETTE FOR RENT IN THIGI...,"KSh 500,000"
6 Bed House with En Suite at Gigiri,"01, gigiri, Gigiri, Westlands",EXEMPTIONAL BEAUTY! 6 BEDROOM MAISONETTE TO LET...,"KSh 350,000"
5 Bed House with En Suite at Gigiri,"01, gigiri, Gigiri, Westlands",ATTRACTIVE AND COMFORTABLE 5 BEDROOM HOUSE FOR...,"KSh 500,000"
5 Bed House with En Suite at Gigiri,"01, gigiri, Gigiri, Westlands",Gigiri Sophisticated 5-Bedroom Family Home to L...,"KSh 450,000"
3 Bed House with En Suite at Ridgeways,"01, Ridgeways",LOVELY AND OUTSTANSING 3 BEDROOM COTTAGE TO LET...,"KSh 400,000"
4 Bed Townhouse with En Suite at Ridgeways,"01, Ridgeways",Impressive 4-bedroom Townhouse for Rent in Ridg...,"KSh 275,000"
4 Bed House with En Suite at Muthaiga,"01, muthaiga, Muthaiga",LUXURIOUS 4 BEDROOM HOUSEWITH A SWIMMING POOL T...,"KSh 450,000"
5 Bed House with En Suite at Muthaiga,"01, muthaiga, Muthaiga",MODERN LUXURY! AMBASSADORIAL 5 BEDROOM STAND AL...,"KSh 800,000"
5 Bed Townhouse with En Suite at Lavingon,"01, lavingon, Lavington",STUNNING 5 BEDROOM TOWNHOUSE AVAILABLE FOR RENT...,"KSh 400,000"
4 Bed Townhouse with En Suite at Lavington,"01, lavington, Lavington",LAVINGTON CONTEMPORARY 4 BEDROOM TOWNHOUSE FOR...,"KSh 250,000"
4 Bed Townhouse with En Suite at Lavington,"01, lavington, Lavington",CONCOCTION OF SOPHISTICATION AND REFINEMENT! EN...,"KSh 250,000"
4 Bed Townhouse with En Suite at Ngong Road,"Ngong Road, Kilimani",Neat spacious 4 bedroom townhouse 2 ensuite wit...,"KSh 110,000"
5 Bed House with En Suite in Muthaiga,Muthaiga,5 Bedroom House For Rent Old Muthaiga,"KSh 760,000"
4 Bed House in Kilimani,Kilimani,A Well Maintained 4bedroom Suitable For Offices...,"KSh 200,000"
8 Bed House with En Suite at Kitisuru,"Kitisuru, Westlands",Kitisuru : 8 bedroom All en-suite with DSQ Mans...,"KSh 475,000"
4 Bed Townhouse with En Suite at Lavington,Lavington,Lavington: 4 Bedroom Townhouse plus study/offic...,"KSh 320,000"
5 Bed Townhouse with En Suite at Peponi Road,"Peponi Road, Spring Valley, Westlands",Spring Valley – Peponi Road : 5 Bedroom Town Ho...,Price not communicated
5 Bed Townhouse with En Suite at Lower Kabete Road,"Lower Kabete Road, Lower Kabete, Westlands",Lower Kabete Road : 5 Bedroom Town House on 0.5...,Price not communicated
7 Bed House with En Suite in Karen,Karen,7 bedroom house to rent in Karen,"KSh 490,000"
3 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands",Kitisuru: Grand Stand 3 Bedroom Flat Roof Villa...,Price not communicated
6 Bed House with En Suite at New Muthaiga Estate,"Thigiri Ridge, New Muthaiga Estate, Thigiri, Westlands",New Muthaiga : Ambassadorial 4 bedroom Mansion...,Price not communicated
5 Bed House with Garden in Runda,"Runda, Westlands",5 Bedroom House to Rent in Runda - 3KE1619688,"KSh 775,000"
2 Bed House in Muthaiga,Muthaiga,2 Bedroom Cottage To Let - 3KE1619871,"KSh 350,000"
4 Bed House with En Suite at Windsor Park,"Windsor Park, Ridgeways",Windsor Park - 4 Bedrooms Fully Furnished and V...,"KSh 350,000"
2 Bed House with Swimming Pool at Off Panarican Insurance Avenue,"Off Panarican Insurance Avenue, Runda, Westlands",Cozy and Modern Two Bedroom Furnished Guestwing...,Price not communicated
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",5-bedroom House and a detached Dsq for rent at...,"KSh 370,000"
5 Bed House in Thigiri,"Thigiri, Westlands",5 Bedroom Double Storey House Strategically Loc...,"KSh 700,000"
4 Bed House with Garden in Gigiri,"Gigiri, Westlands",4 Bedroom Double Storey House to Let at Ksh600k...,"KSh 600,000"
4 Bed House in Rosslyn,"Rosslyn, Westlands",4 bedroom house for rent in Rosslyn,"KSh 300,000"
4 Bed Townhouse with Swimming Pool in Kitisuru,"Kitisuru Terraces past ISK, Kitisuru, Westlands",A 4bdrm townhouse to let in kitisuru.,"KSh 200,000"
7 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",luxurious 7 bedroom villa at kyuna,"KSh 490,000"
3 Bed House with En Suite in Kilimani,Kilimani,3 Bedroom bungalow plus dsq for 2,"KSh 240,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Modern 4 Bedroom Townhouse To Let in Lavington,"KSh 320,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom to Let in Lavington,"KSh 200,000"
4 Bed Villa with En Suite in Shanzu,Shanzu,Executive 4 Bedroom Furnished Family Holiday Vi...,"KSh 30,000"
6 Bed Townhouse with En Suite at Jacaranda Avenue,"90, Jacaranda Avenue, Lavington",A little more about the property,"KSh 500,000"
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",AN EXECUTIVE 5 BEDROOM HOUSE FOR RENT IN KITISU...,"KSh 500,000"
5 Bed Townhouse with Garden in Westlands Area,"Westlands Area, Westlands",5 Bedroom Townhouse For Rent In The Heart Of We...,"KSh 250,000"
3 Bed House with En Suite at Karen Area,"Karen area, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 100,000"
3 Bed House with En Suite in Karen,Karen,Summer-Wind Bungalow,"KSh 150,000"
4 Bed House with En Suite at Muthaiga Road,"90, Muthaiga Road, Muthaiga",This house consists of 4 bedrooms acres that...,"KSh 840,000"
4 Bed House with En Suite at Spring Valley,"01, Spring Valley, Kyuna, Westlands",Executive 4 Bedroom House All Bedroom en-suite...,"KSh 250,000"
6 Bed House with En Suite at Runda Road,"89, Runda Road, Runda, Westlands",Extraordinary 6-Bedroom House For Rent in Runda,"KSh 550,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedroom Townhouse Plus dsq,"KSh 380,000"
3 Bed House with En Suite in Karen,Karen,3 bedroom to let,"KSh 100,000"
3 Bed Townhouse with En Suite in South B,South B,3 bedroom townhouse in South B,"KSh 75,000"
3 Bed House with En Suite at Runda Glory Road,"009, Runda glory Road, Runda, Westlands",Sandwiched between built homes,"KSh 270,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",4 Bedroom To Let,"KSh 275,000"
1 Bed House with En Suite at Runda,"Runda, Westlands",1br Furnished House Runda,"KSh 120,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedrooms all ensuite for rent in Runda,"KSh 613,500"
4 Bed House with Garden at Avacado Road,"Avacado road, Karen",4 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,"KSh 170,000"
3 Bed House with En Suite at Kongoni Road,"Kongoni road, Karen",3 BEDROOM HOUSE FULLY FURNISHED COTTAGE FOR REN...,"KSh 200,000"
5 Bed House with Garden at Nyari,"Nyari, Westlands",5 bedroom house,"KSh 600,000"
4 Bed Villa with En Suite at Runda Evergreen,"Runda Evergreen, Runda, Westlands",4 bedroom plus dsq villa for rent in Runda Ever...,"KSh 375,000"
4 Bed Villa with Swimming Pool in Diani,Diani,"4 Brm Beach Side Family/Group Holiday Home, Dia...","KSh 45,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Alarming 4 Bedroomed Town House For Rent In Run...,"KSh 300,000"
2 Bed House in Karen,Karen,Modern-Rustic Bungalow,"KSh 160,000"
4 Bed Townhouse with Walk In Closet in Lavington,Lavington,Lavington exclusive 4bedrooms plus dsq all ensu...,"KSh 350,000"
4 Bed House with En Suite in Lavington,Lavington,Unique Design! Lavington Four Bedroom Townhouse...,"KSh 110,000"
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",3 BEDROOM COTTAGE FOR RENT ROSLYNN LONE TREE,"KSh 300,000"
5 Bed Townhouse in Lavington,Lavington,Five bedrooms plus sq for lent lavigton,"KSh 180,000"
4 Bed House with En Suite in Karen Hardy,Karen Hardy,NEWLy Built high End 4 Bedrooms for Rent Gated...,"KSh 330,000"
5 Bed House with En Suite in Loresho,"Loresho, Westlands",• Dream Home Alert: Rent this Stunning 5-Bedro...,"KSh 390,000"
4 Bed Townhouse with Garden in Kiambu Road,Kiambu Road,4 bedroom townhouse to rent in Kiambu Road,"KSh 296,009"
2 Bed House with En Suite in Runda,"Runda, Westlands",Fully furnished 2 bedroom house for rent in run...,"KSh 150,000"
5 Bed Townhouse in Lavington,Lavington,5 BEDROOM 450K,"KSh 450,000"
2 Bed House with En Suite at Karen,"karen, Karen",Lovelt two bedroom furnished House,"KSh 200,000"
5 Bed House with En Suite in Lavington,Lavington,5 Bedrooms plus 2 dsq in Lavington with Garden,"KSh 350,000"
4 Bed Townhouse with En Suite at Ngong Road,"ngong road, Ngong Road",4 BEDROOM TOWHOUSE TO LET AT NGONG ROAD AT KES...,"KSh 110,000"
5 Bed House with En Suite at Miotoni Lane,"miotoni lane, Karen",5 bedrooms stand alone on 1 acre in a private s...,"KSh 350,000"
4 Bed House with En Suite at Runda,"Runda, Westlands",Luxurious Stand Alone House For Rent - Runda,"KSh 350,000"
5 Bed Townhouse in Lavington,Lavington,"5 bedrooms, 350k","KSh 350,000"
2 Bed House with En Suite at Limuru Road,"Limuru Road, Redhill",2 Bedroom Houses To Let- Redhill- New,"KSh 70,000"
2 Bed House with En Suite at Nyari,"Nyari, Westlands",2 bedroom furnished and serviced cottage apartm...,"KSh 200,000"
4 Bed House with En Suite at Garden Court,"Garden court, Garden Estate, Roysambu",Charming 4 bedrooms house is available for rent...,"KSh 145,000"
5 Bed Townhouse with En Suite at Ngong,"ngong, Ngong",5 bedroom house semi detached house of 300sqm a...,"KSh 90,000"
5 Bed House with En Suite at Nyari,"Nyari, Westlands","5br House, Nyari","KSh 280,000"
2 Bed House with En Suite at Mutundu Rd,"Mutundu Rd, Muthaiga",Fully Furnished & Serviced 2 Bed House,Price not communicated
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,"Spacious 4 Bedrooms all ensuite plus Dsq, Famil...","KSh 200,000"
4 Bed House with En Suite at,"Runda Road,, Runda, Westlands","Runda, House for Rent,","KSh 350,000"
1 Bed Villa with En Suite at Greenwood,"Mtwapa, Greenwood",B&B villas available for short stay at Mtwapa,"KSh 3,000"
5 Bed Townhouse with En Suite at Elmentaita Close,"Elmentaita Close, Hill View, Westlands",Executive 5 Bedroom Stand Alone Maisonette With...,"KSh 690,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Serene 5 bedroom ensuite standalone house to le...,"KSh 380,000"
6 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 220,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,A Maginificent Townhouse for rent,"KSh 400,000"
6 Bed House with En Suite at Nyari,"Nyari, Westlands",Executive 6 Bedroom house to let,"KSh 400,000"
4 Bed Townhouse with En Suite at Lavington Road,"90, Lavington Road, Lavington",nestled within the lush greenery of Lavington's...,"KSh 300,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Spacious beautiful house available for rent in...,"KSh 250,000"
4 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Modern Four bedroom Townhouse,"KSh 250,000"
4 Bed House with En Suite at Near Galleria,"Near Galleria, Karen",An elegant 4 Bedroom duble Storey house for Ren...,"KSh 280,000"
4 Bed House with En Suite at Hub Mall,"Hub mall, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 200,000"
2 Bed House with En Suite at Windy Ridge,"WINDY RIDGE, Karen",TWO BEDROOM PLUS DSQ FULLY FURNISHED HOUSE TO L...,"KSh 150,000"
4 Bed Villa with En Suite in Kilimani,Kilimani,4 BEDROOM VILLA FOR RENT IN KILIMANI,"KSh 200,000"
3 Bed Villa with En Suite in Vipingo,Vipingo,"3 Bedroom Luxurious Holiday Home-North Coast,35...","KSh 35,000"
5 Bed Townhouse with En Suite at Old Kitisuru Road,"Old kitisuru road, Kitisuru, Westlands",Ambassadorial 5 bedrooms villa on 1 acre availa...,"KSh 1,200,000"
4 Bed Villa with En Suite in Karen,Karen,TO LET: 4 bedroom villa - Karen,"KSh 365,000"
5 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali","5 Bedroom Fully Furnished For Short Term Let,Ny...","KSh 25,000"
3 Bed House with En Suite in Kilimani,Kilimani,3 Bedrooms,"KSh 300,000"
4 Bed Townhouse with En Suite at Spring Valley,"Spring Valley, Westlands",4 Bedrooms All Ensuite at Spring Valley,"KSh 250,000"
4 Bed Townhouse with En Suite at Ruiru,Ruiru,TOWNHOUSES TO LET,"KSh 100,000"
3 Bed Townhouse with Garden at Spring Valley,"Spring valley, Spring Valley, Westlands",Exclusive modern triplex town house,"KSh 280,000"
5 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 300,000"
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",Less Crowded RealEstate! Charming Home! Gigiri...,"KSh 480,000"
4 Bed House with En Suite in Karen,Karen,Coral Residence,"KSh 250,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Less Crowded RealEstate! Modern 5 bedroom Doub...,"KSh 480,000"
5 Bed House with En Suite at Oloolua Road,"Oloolua road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 400,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands","4bdrm to let-SPRING VALLEY, WESTLANDS","KSh 250,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 bedroom house for rent in runda,"KSh 400,000"
2 Bed House with En Suite at Westlands,"0707n/0711n, Rhapta Road, Westlands, Westlands Area",Superb two Bedroom fully furnished apartment wi...,"KSh 170,000"
4 Bed House with En Suite at Rosslyn Lone Tree,"Rosslyn Lone tree, Rosslyn, Westlands",Cosy Four bedrooms house in Rosslyn Lone tree i...,"KSh 280,000"
4 Bed House with En Suite at Lavington,"x, lavington, Lavington",Spectacular 4 bedroom house for rent,"KSh 280,000"
8 Bed House with En Suite in Nyari,"Nyari, Westlands",8 bed Standalone in Nyari for residential or co...,"KSh 400,000"
4 Bed House with En Suite at Spring Valley,"Spring Valley, Spring valley, Westlands",4 bedroom house to let in Spring valley,"KSh 250,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroom All En-suite to Let in Runda,"KSh 220,000"
